Anime ID,Title,Production Budget,Streaming Cost,Merchandise revenue,Streaming revenues,Total revenues,Streaming Platform,Countries Available,Awards Won
167435,Item today school," 3,55,29,56,400 "," 13,84,38,953 "," 46,80,53,855 "," 84,79,36,051 "," 1,26,04,63,115 ",Disney+CrunchyrollHBO Max,15,8
167450,Painting mission," 1,59,17,47,200 "," 55,07,36,280 "," 52,53,36,277 "," 90,87,14,862 "," 1,31,51,06,948 ",Disney+,1,5
167451,Someone detail resource," 5,43,23,17,800 "," 53,07,38,038 "," 33,48,04,758 "," 87,57,17,763 "," 1,33,36,48,282 ",Crunchyroll,1,8
167458,City she environment,$15181342200," 39,71,84,753 "," 64,62,76,483 "," 65,53,54,842 "," 98,62,28,237 ",HuluApple TV+Crunchyroll,28,7
167519,Yet send," 1,29,60,02,000 "," 39,40,13,837 "," 1,21,62,78,168 "," 1,30,81,45,022 "," 2,26,80,83,170 ",Amazon Prime,1,6
167536,Pull office," 9,62,33,39,200 "," 51,93,30,582 ",$425687259.11712," 85,68,95,460 "," 1,29,34,07,336 ",VRVNetflixTubi,29,5
167663,Child admit," 12,39,07,51,800 "," 42,20,09,570 "," 40,72,58,612 "," 1,08,52,98,471 "," 1,87,52,57,998 ",Amazon Prime,10,7
167671,Smile structure," 20,25,23,21,200 "," 59,05,50,960 "," 69,38,13,749 "," 97,44,09,084 "," 1,75,71,46,056 ",HBO Max,22,8
167734,Type wrong work," 6,29,01,40,000 "," 57,68,92,996 "," 50,08,17,436 "," 1,30,83,48,674 "," 2,29,20,47,151 ",Amazon Prime,29,6
167755,Fact subject," 12,34,52,73,600 "," 13,12,86,921 "," 47,60,49,655 "," 21,66,23,420 "," 37,04,32,713 ",Apple TV+,23,6
167885,Hour eye," 9,91,20,76,200 "," 55,37,45,856 "," 73,38,66,286 "," 91,36,80,662 ",$1333873173.47959,VRVApple TV+YouTube Premium,24,5
167931,Develop investment believe," 13,80,20,52,600 "," 25,01,15,947 "," 41,61,72,894 "," 85,14,45,202 "," 1,30,52,40,232 ",Apple TV+TubiYouTube Premium,22,7
167997,Development fish local," 6,16,65,63,800 "," 48,99,15,223 "," 80,29,27,836 "," 80,83,60,118 "," 1,34,16,30,039 ",Tubi,9,6
168013,Discuss stage it," 7,87,32,92,200 "," 48,43,90,221 "," 34,75,17,354 "," 79,92,43,865 "," 1,32,46,50,447 ",Hulu,13,6
168143,Both performance rather,$8609031200," 52,13,59,252 "," 39,01,20,627 "," 86,02,42,766 "," 1,56,15,44,184 ",Amazon Prime,9,5
168183,Quite at per," 9,16,02,17,800 "," 41,30,10,114 "," 57,05,02,491 "," 90,92,60,649 "," 1,52,47,99,974 ",Netflix,24,5
168245,Admit program," 8,99,57,21,000 "," 56,72,34,945 "," 45,72,80,078 ",$935937659.25," 1,51,08,81,715 ",VRVApple TV+,14,5
168280,Learn hundred," 4,97,56,32,000 "," 10,12,22,383 "," 43,98,01,133 "," 31,93,44,969 "," 54,94,32,387 ",CrunchyrollYouTube Premium,15,7
168299,Position send,$14786375200," 11,34,77,799 "," 42,50,33,833 "," 1,08,90,11,991 "," 1,85,67,80,313 ",HuluFunimation,27,8
168315,Already kid should,$713748200," 17,44,72,469 "," 33,91,02,545 "," 48,69,03,895 "," 73,19,98,894 ",Crunchyroll,23,6
168316,Technology important describe," 4,08,92,18,400 "," 37,98,12,387 "," 62,39,15,610 "," 62,66,90,439 "," 1,02,86,89,197 ",TubiDisney+HBO Max,27,7
168322,Condition knowledge," 5,22,38,12,600 "," 36,99,05,557 "," 32,78,48,414 "," 61,03,44,169 "," 1,05,93,34,078 ",Amazon Prime,7,6
168377,Choose push," 74,10,46,000 "," 52,47,28,793 "," 29,24,29,141 "," 86,58,02,508 "," 1,37,85,60,402 ",Amazon PrimeFunimation,25,7
168503,Watch century," 12,20,31,05,400 "," 52,66,18,370 "," 68,14,43,684 "," 86,89,20,311 "," 1,42,73,42,807 ",VRVDisney+,23,8
168539,Sound book letter," 57,37,77,600 ",$203877399," 81,51,76,872 "," 65,23,78,021 "," 1,04,23,52,152 ",NetflixHulu,30,7
168562,Best inside close," 91,95,92,000 "," 54,38,15,722 "," 28,23,30,118 "," 89,72,95,941 "," 1,51,29,60,878 ",VRV,23,5
168665,Live any," 1,76,09,83,600 "," 47,51,66,857 "," 44,78,89,557 "," 78,40,25,314 "," 1,25,24,56,760 ",Apple TV+Disney+Netflix,9,4
168692,Way successful program," 1,59,08,72,800 "," 59,70,02,552 "," 51,04,22,452 "," 98,50,54,211 "," 1,77,49,33,650 ",HuluDisney+,6,6
168747,Institution money," 9,49,50,01,000 "," 13,79,91,757 "," 68,28,13,270 "," 37,71,40,273 "," 57,07,16,730 ",Tubi,10,5
168815,Mission nature mouth again," 4,90,64,04,200 "," 50,80,97,495 "," 23,51,72,860 "," 83,83,60,867 "," 1,37,90,29,272 ",HBO MaxYouTube PremiumCrunchyroll,14,7
168831,Most create want,$9362612000," 54,22,52,782 "," 69,42,94,264 "," 89,47,17,090 "," 1,59,93,33,396 ",FunimationHulu,25,5
168868,Single system," 14,49,62,30,600 "," 54,67,32,623 "," 38,23,94,517 "," 1,08,49,61,686 "," 1,91,31,57,420 ",FunimationYouTube Premium,30,8
168895,City feeling quickly," 3,35,51,75,000 "," 41,69,26,036 "," 54,19,23,533 "," 1,67,19,94,686 "," 2,47,88,60,338 ",Crunchyroll,18,8
168956,Travel plant,$1679580400," 37,43,50,432 "," 43,67,88,455 "," 99,98,72,611 "," 1,74,61,94,580 ",Netflix,30,8
168957,Commercial arrive," 17,31,75,68,200 "," 27,11,92,312 "," 85,63,36,866 "," 77,38,25,747 "," 1,33,89,78,795 ",HuluTubiVRV,9,5
168981,Production meeting similar," 2,36,57,85,600 "," 48,06,89,641 "," 73,21,48,139 "," 79,31,37,908 "," 1,21,89,47,332 ",HBO MaxApple TV+Hulu,5,8
168993,Ability thus best,$1400477000," 42,45,20,952 "," 28,56,43,057 "," 70,04,59,571 "," 1,00,21,08,896 ",Tubi,24,8
169052,Group near," 8,19,69,40,800 "," 58,02,07,404 "," 32,06,38,955 "," 1,32,31,86,407 "," 2,00,95,43,813 ",Funimation,14,6
169064,Certainly type," 5,91,68,64,200 "," 38,65,63,842 "," 51,68,49,685 "," 63,78,30,339 "," 94,35,45,307 ",YouTube PremiumNetflix,30,7
169110,Style go into," 5,90,98,28,200 "," 37,17,75,178 "," 48,81,91,967 "," 61,34,29,044 "," 1,09,70,67,568 ",HBO Max,14,7
169118,Fund piece per," 59,20,88,800 "," 57,95,63,634 "," 48,83,31,858 "," 95,62,79,996 "," 1,47,91,74,050 ",Disney+,7,5
169242,Age eight," 1,83,46,19,000 "," 50,54,70,942 "," 55,49,65,203 ",$834027054.3," 1,49,56,24,428 ",Crunchyroll,20,7
169264,Own right serve media," 6,38,50,93,200 "," 46,54,17,506 "," 42,66,70,553 "," 76,79,38,885 "," 1,16,86,72,668 ",YouTube PremiumFunimation,11,6
169275,Rate can wonder," 16,70,91,61,000 "," 36,25,07,068 "," 55,21,10,356 "," 1,07,82,98,617 "," 1,94,67,03,029 ",CrunchyrollDisney+,25,8
169276,Democratic finish investment," 3,51,98,77,000 "," 58,44,02,937 "," 32,63,24,772 ",$964264846.05," 1,43,11,69,838 ",Apple TV+VRVHBO Max,29,5
169284,While military yes," 3,63,94,85,800 "," 51,21,80,812 "," 46,67,94,845 "," 84,50,98,340 "," 1,25,33,12,094 ",TubiVRV,5,4
169295,Themselves TV understand," 6,16,39,30,600 "," 20,70,71,538 "," 58,34,23,572 "," 34,16,68,038 "," 56,41,56,419 ",Amazon Prime,1,7
169381,Visit leg security race," 5,25,55,29,000 "," 43,40,03,097 "," 47,51,26,727 "," 73,49,33,534 "," 1,09,96,45,500 ",CrunchyrollFunimationApple TV+,5,8
169398,Live explain," 12,47,19,69,000 "," 41,18,44,878 "," 38,83,69,880 "," 67,95,44,049 "," 1,16,97,61,045 ",Funimation,17,6
169456,Sort serve," 6,60,31,28,600 "," 25,35,17,096 "," 39,03,32,084 "," 45,30,56,639 "," 68,27,06,324 ",TubiApple TV+Funimation,7,7
169495,Lawyer product machine," 5,49,50,91,200 "," 44,91,36,099 "," 85,79,77,320 "," 1,33,14,28,832 "," 2,01,38,49,674 ",NetflixDisney+,28,5
169508,Writer later," 52,68,01,800 "," 36,90,85,110 "," 39,48,06,544 "," 60,89,90,432 "," 1,08,54,60,305 ",Disney+Crunchyroll,21,8
169532,Bed hand," 19,80,20,57,000 "," 35,36,61,433 "," 48,75,58,110 "," 1,21,75,13,792 "," 1,85,38,11,041 ",VRV,22,8
169633,Year service person personal," 15,16,25,35,400 "," 50,29,31,934 "," 61,04,54,802 ",$1102886877.56912," 1,84,29,09,722 ",Apple TV+YouTube PremiumVRV,21,7
169646,Hit within," 3,37,99,49,200 "," 42,87,92,231 "," 59,23,13,657 "," 70,75,07,181 "," 1,19,93,78,095 ",Apple TV+Amazon PrimeNetflix,7,7
169677,Measure election," 8,54,44,65,000 "," 37,44,75,212 "," 42,90,98,452 "," 74,27,76,799 "," 1,27,52,38,261 ",Amazon Prime,9,6
169729,Ok magazine marriage agreement," 14,34,22,47,000 "," 47,06,12,883 "," 65,35,91,189 "," 79,59,04,809 "," 1,23,15,81,706 ",Amazon PrimeHuluVRV,11,7
169797,Evidence government," 2,37,15,92,400 "," 41,27,28,169 "," 56,36,18,604 "," 68,10,01,479 "," 98,30,14,427 ",Apple TV+,6,4
169813,Tree reveal," 1,36,93,31,000 "," 50,23,38,623 "," 43,64,18,633 "," 1,26,16,96,317 "," 2,13,03,17,026 ",NetflixFunimation,1,8
169974,Investment class price," 4,25,78,52,800 "," 50,87,76,003 "," 46,67,12,931 "," 1,17,01,90,315 "," 1,87,30,11,770 ",HBO MaxTubiCrunchyroll,4,6
169994,Individual discussion staff," 44,33,17,400 "," 46,11,54,935 "," 42,78,45,206 "," 87,95,23,180 "," 1,35,90,21,652 ",Apple TV+VRV,12,4
170029,Board already research," 4,28,26,72,400 ",$546178134," 59,32,93,287 "," 1,13,93,83,676 "," 1,76,14,48,043 ",TubiFunimation,7,8
170099,Lay left," 53,28,86,800 ",$549207125," 53,57,17,862 "," 90,61,91,756 "," 1,57,93,43,464 ",VRVDisney+Apple TV+,17,8
170126,Continue quickly agree what," 7,76,20,83,200 "," 21,20,58,441 "," 41,87,66,186 "," 34,98,96,428 ",$508008764.361569,NetflixCrunchyroll,30,7
170212,Push important," 5,66,07,88,200 ",$138800075," 57,74,84,689 "," 52,00,60,231 "," 80,67,47,462 ",TubiHuluFunimation,27,7
170242,Laugh course start," 4,45,98,74,000 "," 56,72,13,172 "," 40,91,31,097 "," 1,43,49,29,130 "," 2,38,54,06,651 ",VRVHulu,10,8
170255,Nearly guess speech," 8,28,63,41,400 "," 35,28,44,763 "," 37,32,67,284 "," 58,21,93,859 "," 1,01,46,75,131 ",YouTube PremiumNetflix,6,4
170323,Strong store," 6,61,24,48,800 "," 59,09,26,593 "," 59,58,58,538 "," 97,50,28,878 "," 1,39,99,38,718 ",VRVHuluNetflix,13,4
170338,Dream heart mouth," 10,30,18,33,600 "," 52,38,25,063 "," 48,67,66,517 "," 86,43,11,354 "," 1,41,84,84,952 ",TubiHuluApple TV+,2,5
170362,International dog usually," 14,32,06,26,000 "," 40,27,72,436 ",$143637889.473953," 66,45,74,519 "," 1,17,52,53,754 ",FunimationAmazon PrimeTubi,13,8
170385,Around understand," 11,55,80,43,400 "," 44,22,81,644 "," 55,15,70,505 "," 72,97,64,713 "," 1,26,23,29,195 ",Amazon PrimeApple TV+YouTube Premium,24,5
170386,Yet get theory coach," 5,72,81,80,200 "," 33,20,33,829 "," 23,08,00,919 "," 54,78,55,818 "," 85,55,91,854 ",Disney+Apple TV+,30,7
170632,Culture a," 3,65,48,13,800 "," 36,57,53,272 "," 32,36,99,935 "," 60,34,92,899 "," 1,03,43,58,661 ",YouTube Premium,20,5
170639,Short good you," 86,05,22,600 "," 35,30,56,063 "," 61,18,90,884 "," 96,17,39,525 "," 1,70,32,18,738 ",Netflix,28,7
170757,Car finish," 9,17,46,39,400 "," 53,10,09,387 ",$479448931.873443," 87,61,65,489 "," 1,30,12,01,133 ",NetflixAmazon PrimeFunimation,2,6
170841,Condition well friend every," 6,07,34,16,200 "," 58,15,35,031 ",$543382315.180165," 1,01,33,98,777 "," 1,67,67,98,275 ",YouTube Premium,7,5
170959,Site size wall," 5,23,45,13,200 "," 54,20,20,602 "," 53,13,55,339 "," 89,43,33,993 ",$1283441831.38049,TubiApple TV+Hulu,17,5
170982,Return court over," 15,91,75,62,200 ",$586647251," 35,93,32,515 "," 96,79,67,964 "," 1,64,39,73,158 ",VRV,27,7
171003,Coach east Congress," 9,12,02,16,400 "," 36,80,88,478 "," 64,17,22,841 "," 70,89,56,432 "," 1,25,09,02,674 ",YouTube PremiumApple TV+VRV,14,4
171018,Join special," 1,04,60,76,200 "," 48,06,96,252 "," 17,37,44,924 ",$793148815.8," 1,15,16,72,364 ",YouTube PremiumAmazon Prime,9,8
171070,Decade seat store," 20,29,07,67,000 "," 43,45,40,761 "," 55,09,59,485 "," 71,69,92,256 "," 1,12,31,21,005 ",FunimationAmazon PrimeVRV,13,6
171245,Writer short approach," 13,36,90,10,400 "," 33,29,57,045 ",$835982299.339541," 82,49,25,438 "," 1,24,02,71,698 ",Disney+Amazon Prime,11,7
171407,Expect Mrs drive," 9,09,37,41,400 "," 44,37,52,949 "," 34,05,72,086 "," 73,21,92,366 "," 1,30,21,78,394 ",VRVHBO MaxNetflix,28,7
171441,Staff something personal," 11,62,65,26,600 "," 51,83,43,285 "," 51,72,45,183 "," 1,52,10,03,930 "," 2,40,06,85,967 ",Disney+Apple TV+,26,4
171453,These someone," 62,99,77,200 "," 50,98,91,507 "," 40,55,52,680 "," 84,13,20,987 "," 1,29,88,82,656 ",VRVFunimationDisney+,1,6
171475,Husband forget," 11,88,41,32,600 "," 36,83,04,887 "," 57,35,24,110 ",$1121109433.70048," 1,87,05,42,901 ",CrunchyrollFunimation,15,8
171523,Hold usually kid," 2,63,15,08,400 "," 18,37,39,972 "," 47,97,68,924 "," 30,31,70,954 "," 47,54,21,573 ",Tubi,23,7
171531,Music nothing," 8,81,82,19,600 "," 50,81,48,337 "," 38,45,06,161 "," 83,84,44,756 "," 1,29,80,90,773 ",NetflixTubiVRV,16,6
171550,Worker require," 91,35,53,600 "," 47,26,66,393 "," 62,63,83,460 "," 93,21,96,774 "," 1,47,60,09,811 ",TubiVRVHBO Max,10,4
171559,Free moment," 8,27,54,80,400 ",$281197708," 53,92,59,543 "," 52,51,63,243 "," 82,83,65,360 ",Crunchyroll,15,6
171709,Three there evening," 5,14,86,17,200 "," 39,22,87,124 "," 22,52,90,892 "," 64,72,73,755 "," 94,95,62,648 ",HBO MaxCrunchyrollHulu,23,8
171760,Sing consider after," 8,76,04,21,200 "," 44,17,89,689 "," 48,84,23,073 "," 1,03,35,58,468 "," 1,60,29,87,038 ",Amazon PrimeHBO MaxDisney+,6,6
171764,Discuss strong," 19,54,23,87,600 "," 45,88,88,259 "," 43,42,52,102 "," 97,45,61,376 "," 1,50,23,36,802 ",TubiApple TV+,12,6
171782,Before clearly six," 3,79,29,10,800 ",$292461374," 39,69,68,685 "," 48,25,61,267 "," 70,36,76,916 ",TubiYouTube PremiumNetflix,7,7
171814,Space administration society," 4,33,12,19,200 "," 11,93,81,887 "," 46,60,45,364 "," 74,10,73,295 "," 1,25,61,11,292 ",FunimationHBO MaxApple TV+,6,7
171875,Player sister," 3,77,74,37,600 "," 22,78,23,511 "," 42,73,27,352 "," 37,59,08,793 "," 62,22,84,788 ",VRV,10,8
171955,Trip finish international we," 1,74,44,63,800 "," 39,53,27,095 "," 36,21,33,412 "," 65,22,89,707 "," 1,05,76,57,231 ",Hulu,9,7
172076,Property subject," 11,37,88,87,600 "," 31,27,80,166 "," 37,60,99,456 "," 51,60,87,274 "," 75,02,90,222 ",Apple TV+NetflixVRV,6,7
172193,Notice church," 12,27,12,48,400 "," 45,97,00,514 "," 43,24,52,512 "," 75,85,05,848 "," 1,36,10,16,550 ",CrunchyrollFunimationYouTube Premium,8,8
172235,Reduce music," 5,05,59,43,000 "," 54,24,90,808 "," 69,96,83,025 "," 89,51,09,833 "," 1,43,36,82,518 ",Netflix,15,5
172292,Prepare style these," 3,06,88,61,800 "," 56,99,99,983 "," 58,79,03,066 "," 1,07,13,57,757 "," 1,63,17,69,060 ",HuluDisney+Amazon Prime,6,5
172320,Feeling send section," 10,56,90,80,800 "," 27,38,65,014 "," 62,76,04,139 "," 1,04,83,22,043 "," 1,61,93,67,189 ",NetflixYouTube PremiumVRV,8,8
172336,He strategy without," 2,64,13,80,600 "," 48,10,65,805 "," 26,36,53,770 "," 79,37,58,578 "," 1,32,20,70,763 ",Netflix,30,7
172453,Student standard," 9,69,64,97,600 "," 50,21,14,486 "," 35,61,18,964 "," 82,84,88,902 "," 1,44,02,62,946 ",Disney+TubiApple TV+,17,5
172466,Officer choice game cell," 7,24,09,75,200 "," 49,09,84,590 ",#REF!," 81,01,24,574 ",$1354088557.34514,VRVAmazon Prime,17,8
172469,Quality shoulder," 3,75,68,54,400 "," 38,81,66,880 "," 55,04,73,581 "," 64,04,75,352 "," 1,03,86,10,599 ",NetflixYouTube PremiumAmazon Prime,9,8
172581,Dog southern popular," 3,95,37,20,200 "," 40,50,36,110 "," 65,26,76,933 "," 66,83,09,582 "," 1,04,66,05,487 ",HBO MaxHulu,14,4
172609,Mother physical," 1,82,31,09,600 "," 51,78,04,195 "," 53,68,49,823 "," 85,43,76,922 "," 1,23,18,05,851 ",Disney+,13,8
172725,Create often enough statement," 4,44,74,58,800 "," 43,06,24,079 "," 60,13,05,679 "," 71,05,29,730 "," 1,18,12,01,505 ",Disney+Amazon PrimeApple TV+,28,7
172740,Individual threat," 2,55,67,86,000 "," 25,93,85,418 "," 58,85,16,661 "," 67,07,50,436 "," 1,09,83,22,913 ",HBO Max,21,5
172754,Yourself field," 1,48,88,03,600 "," 52,30,66,579 "," 35,94,65,950 "," 86,30,59,855 "," 1,49,23,48,763 ",HBO Max,21,7
172888,Arm remain," 10,79,41,18,800 "," 55,44,59,691 "," 35,05,05,888 "," 91,48,58,490 "," 1,51,44,38,875 ",Amazon PrimeApple TV+Crunchyroll,13,4
172940,Should just amount professional," 11,92,01,66,400 "," 56,60,07,738 ",$491470039.657203," 93,39,12,768 "," 1,44,85,41,299 ",CrunchyrollAmazon Prime,24,6
172959,Paper skin race," 16,04,99,96,200 "," 55,56,46,815 "," 44,63,11,250 "," 91,68,17,245 "," 1,64,76,39,104 ",Amazon Prime,2,7
173094,Stand future organization," 8,76,90,38,000 "," 28,66,77,026 "," 38,96,92,827 "," 47,30,17,093 "," 73,20,68,737 ",Disney+VRV,8,7
173121,Million space," 16,14,31,65,800 "," 53,52,47,633 "," 18,03,85,560 "," 88,31,58,594 "," 1,54,28,21,426 ",Crunchyroll,13,5
173252,Series indeed including," 10,52,99,67,000 ",$359284753," 23,56,04,544 "," 59,28,19,842 "," 85,56,01,012 ",Disney+VRV,20,8
173284,Leader region," 4,16,43,03,400 "," 32,52,84,905 "," 28,95,70,954 "," 53,67,20,093 "," 89,54,77,513 ",Disney+Netflix,17,8
173322,Her more box," 1,84,20,51,000 "," 24,40,88,797 "," 38,48,20,967 "," 40,27,46,515 "," 61,54,93,306 ",YouTube PremiumNetflixFunimation,18,7
173408,Skin occur," 3,93,83,03,800 "," 54,22,55,481 "," 48,24,86,433 "," 89,47,21,544 "," 1,40,48,20,522 ",Apple TV+Amazon PrimeHulu,11,8
173431,Others cell," 11,95,93,46,200 "," 46,62,08,735 ",#REF!," 76,92,44,413 ",$1133915250.75185,VRV,16,8
173447,How maybe question," 60,04,63,600 "," 13,59,94,296 "," 58,07,69,381 "," 36,85,31,741 "," 55,80,23,583 ",HBO MaxNetflix,28,5
173538,Economic leader," 3,05,40,51,200 "," 51,32,15,906 "," 46,25,59,993 "," 96,95,82,700 "," 1,66,09,90,671 ",Amazon PrimeCrunchyrollVRV,8,5
173547,Light bit," 11,54,58,38,200 "," 48,90,84,206 "," 72,41,47,149 "," 80,69,88,940 "," 1,39,84,88,399 ",Funimation,5,8
173560,By he morning," 2,59,52,43,600 "," 12,91,25,489 "," 67,57,38,205 "," 90,05,03,237 "," 1,44,20,11,504 ",YouTube PremiumFunimation,20,7
173581,North upon yet," 14,97,87,70,000 "," 42,75,97,415 "," 41,85,60,310 "," 70,55,35,735 "," 1,10,07,10,965 ",Crunchyroll,13,6
173632,Together then likely inside," 56,76,45,400 "," 46,02,57,250 "," 30,34,24,477 "," 75,94,24,463 ",$1252825984.29566,Disney+,8,7
173666,Whole choice affect begin," 15,19,19,30,600 "," 36,12,07,774 ",$444376327.547239," 63,35,68,589 "," 1,01,31,76,640 ",FunimationVRV,13,6
173669,Movement meeting," 7,82,45,61,200 "," 25,79,32,619 "," 20,69,85,632 "," 75,70,64,995 "," 1,08,87,96,176 ",HBO Max,23,5
173723,Smile different movie challenge," 7,85,33,17,200 ",$550620056," 28,84,82,668 "," 90,85,23,092 "," 1,52,48,83,744 ",HBO Max,24,5
173757,Itself wait," 16,57,91,000 "," 42,48,85,702 "," 45,26,75,786 "," 70,10,61,408 "," 1,24,88,91,511 ",VRV,2,7
173820,Last money," 2,85,06,27,000 "," 27,55,42,272 "," 61,66,68,537 "," 45,46,44,749 "," 80,12,91,750 ",Amazon PrimeHuluCrunchyroll,6,6
173839,Something entire suffer population," 3,57,76,48,000 "," 52,57,68,234 "," 73,98,00,829 "," 86,75,17,586 "," 1,30,56,64,990 ",FunimationTubi,20,7
173878,Attorney brother," 3,49,89,33,400 "," 36,07,19,169 "," 21,97,46,844 ",$975015829.806215," 1,53,13,47,875 ",Amazon Prime,7,4
173897,Suggest myself," 4,52,34,83,800 "," 40,81,34,980 "," 36,77,45,946 "," 67,34,22,717 "," 1,21,40,02,405 ",HBO MaxFunimation,16,8
173908,Group sea," 15,94,74,14,000 "," 25,83,90,056 "," 39,14,33,575 "," 59,30,05,503 "," 97,20,57,211 ",YouTube PremiumNetflixTubi,28,7
173955,Those table," 3,13,05,58,600 "," 37,28,54,261 "," 64,07,13,796 "," 61,52,09,531 "," 1,02,04,41,538 ",HuluNetflix,13,7
173962,Product method," 2,59,08,02,800 "," 44,21,22,198 "," 48,20,17,295 "," 92,30,19,826 "," 1,40,00,98,812 ",YouTube Premium,14,8
173994,Foreign low system smile," 8,97,95,52,000 "," 31,78,14,763 "," 34,49,96,031 "," 52,43,94,359 "," 87,82,82,655 ",Crunchyroll,15,7
174013,Positive long natural,$6386543600," 47,44,70,762 "," 55,51,71,278 "," 78,28,76,757 "," 1,19,23,29,098 ",Apple TV+TubiFunimation,6,6
174084,Among behind example," 1,99,83,90,200 "," 35,00,94,376 ",$361504411.972028," 57,76,55,720 "," 85,26,79,053 ",HBO MaxNetflix,18,4
174101,Past guess," 4,35,41,34,000 "," 49,32,67,601 "," 50,63,01,075 ",$956477518.282423," 1,68,17,10,723 ",Amazon Prime,11,7
174144,Foreign by significant," 14,10,54,09,400 "," 41,71,47,844 "," 52,86,71,965 "," 68,82,93,943 "," 1,03,59,32,291 ",HuluAmazon Prime,9,6
174161,Even there," 48,33,45,800 ",$389570472," 18,90,65,717 "," 64,27,91,279 "," 99,90,47,134 ",Apple TV+,24,6
174230,Have impact," 1,00,78,34,200 ",$295109079," 49,79,04,456 "," 50,12,97,102 "," 89,43,63,570 ",Netflix,30,5
174245,While agency," 17,86,71,23,800 "," 30,09,10,541 "," 38,89,74,885 "," 49,65,02,393 "," 75,79,49,942 ",Crunchyroll,25,7
174254,Computer board result," 2,02,65,23,000 "," 46,14,60,465 ",$750497246.259173," 76,14,09,767 "," 1,30,33,81,342 ",Apple TV+CrunchyrollHBO Max,30,6
174269,Future debate break," 12,56,07,82,200 "," 56,13,15,775 "," 51,57,47,769 "," 92,61,71,029 "," 1,51,79,74,201 ",Disney+,30,4
174291,Weight so," 5,98,44,58,200 "," 39,05,29,517 "," 50,36,53,109 "," 66,13,10,646 "," 97,44,94,072 ",YouTube PremiumNetflix,24,6
174386,Nice ask forward," 15,63,43,31,800 "," 45,88,90,241 "," 42,76,98,069 "," 75,71,68,898 "," 1,23,50,31,210 ",Apple TV+Disney+Hulu,12,6
174412,Follow note treat,$6929377200," 41,56,57,357 "," 52,27,69,046 "," 1,00,64,95,305 "," 1,52,57,40,211 ",NetflixHBO MaxFunimation,8,8
174478,Plan toward bank," 8,54,16,29,400 "," 50,64,57,124 ",$440166261.364612," 1,00,47,74,069 "," 1,47,67,15,610 ",Apple TV+Hulu,12,5
174480,It particular check," 1,66,39,00,600 "," 32,82,15,076 "," 73,71,61,754 "," 93,11,61,478 "," 1,53,35,60,848 ",HuluVRV,17,7
174592,Early need," 4,44,59,56,600 "," 37,61,76,220 "," 96,85,24,904 ",$1273941654.58624," 1,92,78,37,550 ",TubiFunimationNetflix,16,7
174597,Soldier on," 3,04,92,87,600 "," 51,65,46,549 "," 30,39,40,650 "," 85,23,01,806 "," 1,32,54,25,425 ",NetflixVRVApple TV+,28,7
174703,Model between," 9,69,87,71,000 "," 57,50,12,760 "," 59,98,66,983 "," 94,87,71,054 "," 1,46,85,80,784 ",HBO MaxNetflix,12,5
174761,Decide often," 16,67,27,70,600 "," 11,29,08,005 "," 38,46,56,234 "," 50,91,93,451 "," 85,36,74,318 ",FunimationHBO Max,18,4
174781,Indeed issue," 11,96,45,80,400 "," 36,69,01,731 "," 89,31,56,058 "," 75,52,02,235 "," 1,13,75,18,706 ",CrunchyrollHBO MaxHulu,25,4
174875,Office upon size," 91,85,14,000 ",$259662095," 36,44,93,531 "," 42,84,42,457 "," 75,90,32,731 ",YouTube PremiumHBO Max,16,7
174887,Three condition," 71,94,18,400 "," 17,34,78,656 "," 45,61,44,680 "," 72,66,77,213 "," 1,21,48,55,073 ",HuluTubi,2,7
174919,Man simple," 2,19,02,09,400 "," 36,34,61,496 "," 39,62,07,506 "," 65,33,14,323 "," 99,19,29,334 ",HBO MaxTubi,12,7
174953,Although drive minute," 8,74,07,10,200 "," 47,52,03,382 "," 42,97,62,819 "," 92,00,40,991 "," 1,49,97,05,871 ",Tubi,25,8
175037,Treat can several," 4,05,01,40,800 "," 17,25,94,251 "," 55,80,23,961 "," 65,57,09,844 "," 1,00,84,89,518 ",Disney+Crunchyroll,6,5
175075,Someone shoulder process," 7,41,37,83,800 "," 32,89,18,771 "," 45,79,48,676 "," 64,73,46,206 "," 97,40,83,388 ",TubiFunimationAmazon Prime,27,8
175240,Leave head three," 14,72,64,91,000 "," 26,67,59,207 "," 66,19,30,237 "," 44,01,52,692 "," 70,29,86,680 ",VRV,27,8
175266,Court we south," 5,36,43,50,200 ",$567117114," 42,70,44,580 "," 93,57,43,238 "," 1,42,10,06,387 ",Apple TV+NetflixFunimation,2,8
